,Unnamed: 0,Acceptance,Asking price,Asking price per m²,Bathroom facilities,Building type,Energy label,Exterior space attached to the building,Facilities,Garden,Heating,Hot water,Insulation,Kind of house,Listed since,Living area,Location,Number of bath rooms,Number of rooms,Number of stories,Patio/atrium,Plot size,Specific,Status,Type of parking facilities,Type of roof,Volume in cubic meters,Year of construction,url,Accessibility,Annual meeting,Balcony/roof garden,Building insurance,CH boiler,External storage space,Located at,Maintenance plan,Periodic contribution,Provisional energy label,Registration with KvK,Reserve fund present,Shed / storage,Type apartment,VVE (Owners Association) contribution,Quality marks,Service charges,Sun terrace,Type of garage,Other space inside the building,Garden location,Capacity,1 woonlaag,245 m²,3 badkamers en 1 apart toilet,"4.896 m² (21,5 meter diep en 227,7 meter breed)",5e woonlaag,63 m²,7 kamers (4 slaapkamers),735 m³,A Wat betekent dit?,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Aangeboden sinds,Aanvaarding,Bouwjaar,Centrale voorziening,Dakterras aanwezig,Gebruiksoppervlakten,Gehele vloerverwarming,Gelegen op het zuidwesten,Keurmerken,Lift en mechanische ventilatie,Ligbad en 2 toiletten,Parkeergarage,Parkeerkelder,Soort appartement,Soort bouw,Soort dak,Toegankelijkheid,Volledig geïsoleerd,Vraagprijs,Vraagprijs per m²,Zonneterras,Back garden,Construction period,Original asking price,Purchase combination,Unnamed: 86,10 m²,16 m²,178 m²,2 bathrooms and 2 separate toilets,2001-2010,29 m²,3 stories,636 m²,7 rooms (4 bedrooms),730 m³,A What does this mean?,"Alongside a quiet road, in residential district, rural and unobstructed surrounding view",Available,Available in consultation,"Balanced ventilation system, mechanical ventilation, sauna and solar panels",CH boiler and hot air heating,Combination roof covered with asphalt roofing and roof tiles,Completely insulated,"Desirable residence/villa, detached residential property",Detached wooden storage,Electricity and running water,"HR (Intergas) (gas-fired combination boiler from 2008, in ownership)","March 9, 2022",Parking on private property,Possibility for garage and parking place,Resale property,"Sauna, bath, shower and toilet",Surrounded by garden,1 badkamer en 1 apart toilet,106 m²,"22 m² (1,97 meter diep en 11,15 meter breed)",25 m²,318 m³,5 kamers (4 slaapkamers),5 woonlagen,A+++ Wat betekent dit?,Begane grond,Douche,In centrum en in woonwijk,Nee,Servicekosten,Stadsverwarming,Office space,1 bathroom and 1 separate toilet,1960-1970,2 stories,285 m²,381 m³,4 rooms (3 bedrooms),5 months,64 m² (8 meter deep and 8 meter broad),87 m²,Attached wooden storage,"Back garden, front garden and side garden",F What does this mean?,Gable roof covered with roof tiles,Located at the east accessible via the rear,Roof insulation and double glazing,Sheltered location and in residential district,Shower,"Single-family home, corner house",Sold under reservation,Front garden,14 m²,20 m²,228 m²,373 m³,78 m² (13 meter deep and 6 meter broad),94 m²,Carport,"Double glazing, insulated walls and floor insulation","March 5, 2022",Skylight,Toilet,"Vaillant HR (gas-fired combination boiler from 2007, in ownership)",Unnamed: 47,"1,360 m²",214 m²,28 m²,5 rooms (4 bedrooms),7 weeks,749 m³,920 m² (40 meter deep and 23 meter broad),Bath,Before 1906,C What does this mean?,Detached brick storage,Double glazing,"Intergas (gas-fired combination boiler from 2014, in ownership)",Located at the south,"Single-family home, semi-detached residential property",Sliding door and TV via cable,138 m³,2 kamers (1 slaapkamer),53 m²,9 m²,Balkon aanwezig,Betaald parkeren,In woonwijk,"Lift, mechanische ventilatie en natuurlijke ventilatie",1 badkamer,1 kamer (1 slaapkamer),114 m³,44 m²,4e woonlaag,10e woonlaag,12 woonlagen,243 m³,3 kamers (2 slaapkamers),6 m²,81 m²,2011-2020,202 m²,3 bathrooms and 1 separate toilet,3 m²,3 showers and 3 toilets,"44 m² (6,35 meter deep and 7 meter broad)",464 m²,653 m³,8 m²,9 rooms (4 bedrooms),CH boiler and heat recovery unit,"Country house, double house",Electricity,Located at the west accessible via the rear,Parking place,"Remeha (gas-fired combination boiler from 2017, in ownership)",Rural,€ 100 per month,Deposit,Rental agreement,Rental price,11e woonlaag,21 m²,227 m³,84 m²,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Inpandig,Kadastrale kaart,Volle eigendom,13 m²,288 m³,2e woonlaag,4 kamers (3 slaapkamers),96 m²,Commercial property,1 bathroom and 2 separate toilets,"1,303 m²",148 m²,2012,"25 m² (4 meter deep and 6,15 meter broad)",589 m³,6 weeks,"Bath, shower and toilet",Central facility,District heating,Energie Prestatie Advies,Flat roof covered with asphalt roofing,In residential district and unobstructed surrounding view,Located at the west,Mechanical ventilation and TV via cable,Paid parking and resident's parking permits,"Roof insulation, double glazing, insulated walls and floor insulation",Storage box,Under offer,11 m²,150 m³,3e woonlaag,50 m²,Box,Douche en toilet,Openbaar parkeren,Side garden,Unnamed: 16,1 m²,"1,489 m²",1960,2 stories and a attic,4 months,43 m²,477 m³,88 m²,"Alongside busy road, alongside a quiet road and in residential district",Balcony present,E What does this mean?,Gable roof covered with asphalt roofing and roof tiles,"Single-family home, detached residential property",113 m²,2 badkamers en 1 apart toilet,294 m³,7 m²,Betaald parkeren en parkeergarage,120 m²,360 m³,1931-1944,217 m²,379 m³,"92 m² (11,7 meter deep and 7,9 meter broad)",98 m²,Alongside a quiet road and in residential district,Flat roof covered with roof tiles,G What does this mean?,"Gas-fired combination boiler from 2007, in ownership",Located at the south accessible via the rear,"Outdoor awning, mechanical ventilation and TV via cable",Shower and toilet,1.650 m² (55 meter deep and 30 meter broad),14 rooms (9 bedrooms),1985,"2,703 m³",218 m²,4 cars,4 stories,467 m²,5 bathrooms and 2 separate toilets,5 showers and 5 toilets,6+ months,"8,420 m²",Built-in,CH boiler and partial floor heating,"CH boiler, solar boiler and solar collectors","Combi (gas-fired combination boiler from 2018, in ownership)","Country house, detached residential property (official/company house or apartment)",Garage and detached wooden garage,Mechanical ventilation and solar panels,"Outside the built-up area, freestanding location and unobstructed surrounding view",1 car,1 separate toilet,1920,237 m²,265 m³,3 rooms (2 bedrooms),4 weeks,79 m²,80 m² (8 meter deep and 10 meter broad),"Alongside a quiet road, sheltered location and in residential district",Back garden and front garden,Detached brick garage,"Electricity, heating and running water","Gas-fired combination boiler, in ownership",Located at the northwest accessible via the rear,Mansard roof covered with roof tiles,No insulation,"Single-family home, detached residential property (residential property facing inner courtyard)",Auction date,Price,"138 m² (12 meter deep and 11,5 meter broad)",163 m²,1975,24 m²,3 months,3 stories and a basement,403 m²,580 m³,Alongside water and in residential district,Located at the southwest,Sauna,"Single-family home, double house (split-level residence)",1946,2 stories and a loft,201 m²,22 m²,348 m³,"36 m² (6,5 meter deep and 5,5 meter broad)",4 m²,86 m²,"March 2, 2022",Partly furnished with carpets and curtains,Passive ventilation system,Public parking,"2.900 m² (90,2 meter diep en 32,15 meter breed)",258 m²,774 m³,8 kamers (4 slaapkamers),"Aan rustige weg, in woonwijk en vrij uitzicht",Elektra,Gelegen op het zuidoosten,1.320 m³,10 kamers (5 slaapkamers),101 m²,"11 m² (3,45 meter diep en 3,32 meter breed)",372 m²,6 badkamers,"7 woonlagen, een vliering en een kelder",Aan water en in centrum,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Cv-ketel,"Dakraam, rookkanaal en TV kabel",Gedeeltelijk dubbel glas,"Ligbad, 2 douches en 5 toiletten",Niet verplicht,"Remeha HR en Intergas HR (gas gestookt combiketel, eigendom)",Soort woonhuis,Specifiek,"152 m² (11,7 meter deep and 13 meter broad)",17 m²,585 m³,"Alongside a quiet road, alongside water, sheltered location and in residential district",Built-in and parking place,Electricity and heating,"March 12, 2022","Vaillant (gas-fired combination boiler from 2006, in ownership)","Villa, double house",12 m²,1967,2 months,232 m²,306 m³,75 m²,"94 m² (10,85 meter deep and 8,65 meter broad)",D What does this mean?,Located at the southwest accessible via the rear,Parking on private property and public parking,267 m³,6e woonlaag,89 m²,186 m²,"2.416 m² (26,55 meter diep en 91 meter breed)",36 m²,558 m³,6 kamers (3 slaapkamers),Dakterras aanwezig en balkon aanwezig,Gelegen op het noordwesten,Ligbad en toilet,"111 m² (13 meter deep and 8,5 meter broad)",298 m²,350 m³,92 m²,"On navigable waterway, sheltered location and in residential district","Remeha Avanta (gas-fired combination boiler from 2007, in ownership)",Renovation project,"Single-family home, double house",122 m²,2 woonlagen,338 m²,7e woonlaag,912 m³,Aan water,"Ligbad, 3 douches en toilet",2005,207 m²,613 m³,657 m²,660 m² (30 meter deep and 22 meter broad),"Houseboat, detached residential property (residential property on water)","NEFIT (gas-fired from 2005, in ownership)",Not available,"On navigable waterway, alongside water and sheltered location","Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",221 m³,85 m²,126 m²,378 m³,5 m²,"In centrum, in woonwijk en vrij uitzicht",Parkeerkelder en parkeerplaats,1e woonlaag,261 m³,83 m²,Aan rustige weg en in woonwijk,Bijdrage VvE,C Wat betekent dit?,"Ferroli (gas gestookt uit 2008, eigendom)",Ja,"Ja (€ 105,27 per maand)",Mechanische ventilatie en natuurlijke ventilatie,Openbaar parkeren en parkeervergunningen,125 m²,212 m²,657 m³,"Aan park, aan water en in woonwijk","Ligbad, 2 douches en toilet",Consulting rooms,196 m²,1998,2 bathrooms and 1 separate toilet,5 rooms (3 bedrooms),560 m²,745 m³,"Alongside a quiet road, on navigable waterway, sheltered location and in residential district",B What does this mean?,"Bath, 2 showers and 2 toilets",Double occupancy possible,Hip roof covered with asphalt roofing and roof tiles,"Single-family home, semi-detached residential property (residential property facing inner courtyard)","19 m² (2,6 meter diep en 7,2 meter breed)",1 apart toilet,1.029 m³,110 m²,381 m²,6 kamers (5 slaapkamers),8e woonlaag,102 m²,135 m² (15 meter diep en 9 meter breed),15 m²,3 woonlagen,Aangebouwde stenen berging,"Achtertuin, voortuin en zijtuin",Afgekocht tot 31-10-2035,"Airconditioning, mechanische ventilatie, schuifpui en TV kabel",B Wat betekent dit?,"Beschutte ligging, in woonwijk en vrij uitzicht","Dakisolatie, driedubbel glas, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Gelegen op het zuiden,Gemeentelijk eigendom belast met erfpacht,"HR Intergas Combiketel (gas gestookt uit 2017, eigendom)",Laatste vraagprijs,Looptijd,Verkoopdatum,"1,161 m³",19 m²,1988,"2 stories, a/an attic and a basement","293 m², detached","3,298 m²",308 m²,35 m²,"563 m² (40 meter deep and 13,5 meter broad)",8 rooms (4 bedrooms),80 m²,"Alongside a quiet road, alongside water, outside the built-up area, freestanding location and unobstructed surrounding view",Bath and shower,"Country estate, detached residential property","Mechanical ventilation, flue and sliding door","Nefit Ecomline combi CV-ketel (gas-fired combination boiler from 2004, in ownership)",Roof terrace present,Surrounded by garden and side garden,"156 m² (18,27 meter deep and 8,54 meter broad)",162 m²,2017,590 m²,6 rooms (4 bedrooms),615 m³,"Alarm installation, optical fibre, mechanical ventilation, sliding door, TV via cable and solar panels",Bath and toilet,Energy efficient window and completely insulated,Geothermal heating,Heat pump,Located at the southeast,"Villa, detached residential property",167 m²,1976,3 weeks,592 m²,8 rooms (8 bedrooms),"Bath, 2 showers and toilet",Gas-fired,"Paid parking, parking on private property, public parking and resident's parking permits","1,109 m²",1928,235 m³,388 m²,6 cars,"Alongside a quiet road, alongside water, sheltered location, in residential district and unobstructed surrounding view",Flat roof,"Intergas (gas-fired combination boiler from 2019, in ownership)",Partly double glazed,Passive ventilation system and TV via cable,282 m³,219 m³,73 m²,"1,076 m³",1963,2 cars,276 m²,30 m²,6 rooms (3 bedrooms),767 m²,"Air conditioning, alarm installation, outdoor awning and mechanical ventilation",CH boiler and gas heater,"Electrical door, electricity, heating and running water",Nefit topline (gas-fired combination boiler from 2008),1958,2 showers and toilet,205 m²,325 m³,5 weeks,90 m²,Combination boiler,D 1.81 What does this mean?,Double glazing and insulated walls,2 badkamers,"Ligbad, douche en toilet",171 m²,176 m² (16 meter deep and 11 meter broad),18 m²,2006,2007,352 m²,570 m³,1 bathroom,"1,245 m³",324 m²,6 rooms (5 bedrooms),777 m²,"Alongside a quiet road, sheltered location, In wooded surroundings, in residential district and unobstructed surrounding view","Country house, detached residential property",Electrical door,"Nefit HR (gas-fired combination boiler from 2018, in ownership)",130 m² (13 meter deep and 10 meter broad),192 m²,2018,427 m²,818 m³,"Alongside a quiet road, in residential district and rural",Combination roof covered with other,"Mechanical ventilation, passive ventilation system, TV via cable and solar panels",136 m²,5 kamers (3 slaapkamers),515 m³,"Buitenzonwering, mechanische ventilatie en TV kabel",Dubbel glas,"Gas gestookt, eigendom","Ja (€ 200,00 per maand)",Niet beschikbaar,10 kamers (9 slaapkamers),21 m² (7 meter diep en 3 meter breed),242 m²,3 badkamers en 3 aparte toiletten,3 douches,41 m²,82 m²,929 m³,Achtertuin,Betaald parkeren en parkeervergunningen,D Wat betekent dit?,"Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig",Gelegen op het westen,"HR-107-ketel (gas gestookt combiketel, eigendom)",Mechanische ventilatie en TV kabel
0,0,Available in consultation,"€ 1,740,000 kosten koper","€ 6,374","Bath, 2 showers and 2 toilets",Resale property,F What does this mean?,10 m²,Passive ventilation system and TV via cable,Patio/atrium,Gas heaters,Electrical boiler,Roof insulation,"Single-family home, row house",6 weeks,273 m²,"Alongside busy road, in center and in residential district",2 bathrooms,5 rooms (4 bedrooms),4 stories,"11 m² (2,78 meter deep and 3,85 meter broad)",158 m²,Protected townscape or village view (permit needed for alterations),Available,"Paid parking, public parking and resident's parking permits",Gable roof,"1,001 m³",1773,https://www.funda.nl/en/koop/amsterdam/huis-42681504-oudezijds-voorburgwal-153-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,Available in consultation,"€ 550,000 kosten koper","€ 5,140",Bath and shower,Resale property,,12 m²,Elevator and mechanical ventilation,,CH boiler,CH boiler,,,6+ months,107 m²,In residential district,1 bathroom and 2 separate toilets,4 rooms (3 bedrooms),2 stories,,,,Sold under reservation,"Paid parking, public parking and parking garage",Flat roof,323 m³,1999,https://www.funda.nl/en/koop/amsterdam/appartement-41385605-amstelveenseweg-615-b,Accessible for seniors,Yes,Balcony present,Yes,"Gas-fired combination boiler from 1999, in ownership",8 m²,2nd floor,Yes,Yes,C What does this mean?,Yes,Yes,Storage box,Maisonnette (apartment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,Available in consultation,"€ 800,000 kosten koper","€ 6,504",,Resale property,F What does this mean?,4 m²,,,CH boiler,CH boiler,,,"March 10, 2022",123 m²,,,5 rooms (4 bedrooms),2 stories,,,,Available,"Paid parking, public parking and resident's parking permits",,412 m³,1931,https://www.funda.nl/en/koop/amsterdam/appartement-42635780-merwedeplein-15-iii-iv,,Yes,Balcony present,Yes,"2011, in ownership",,3rd floor,Yes,Yes (€ 232.00 per month),,Yes,Yes,,Upstairs apartment (apartment),€ 232.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.funda.nl/en/koop/amsterdam/appartement-4261130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,,"€ 545,000 vrij op naam","€ 6,124",Shower,New property,A+++ What does this mean?,22 m²,,Sun terrace,District heating,,Completely insulated,,5 months,89 m²,In center and in residential district,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),5 stories,,,,Under option,Parking garage,,267 m³,2022,https://www.funda.nl/en/koop/amsterdam/appartement-42557195-van-suchtelen-van-de-haarestraat-121,,No,,No,,,Ground floor,No,No,,No,No,,Ground-floor apartment (apartment),,Woningborg garantiecertificaat,€ 133 per month,"19 m² (2,6 meter deep and 7,2 meter broad)",Underground parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,Available in consultation,"€ 4,350,000 vrij op naam","€ 11,417",,New property,,110 m²,,Sun terrace,Complete floor heating,,Completely insulated,,4 months,381 m²,Alongside water,1 separate toilet,6 rooms (5 bedrooms),1 story,,,,Available,Paid parking and parking garage,,"1,029 m³",After 2020,https://www.funda.nl/en/koop/amsterdam/appartement-42519947-kaap-blanc-4850-bouwnr-50,,,Balcony present,,,,8th floor,,,A What does this mean?,,,Storage box,Penthouse (apartment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,Available in consultation,"€ 325,000 kosten koper","€ 3,963",Shower and toilet,Resale property,E What does this mean?,5 m²,Electricity,,Communal central heating,Electrical boiler,No insulation,,"March 4, 2022",82 m²,"Alongside park, in residential district and unobstructed surrounding view",1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),10 stories,,,Partly furnished with carpets and curtains,Available,Resident's parking permits,Flat roof,265 m³,1962,https://www.funda.nl/en/koop/amsterdam/appartement-42620498-nicolaas-anslijnstraat-142,,Yes,Balcony present,Yes,,6 m²,5th floor,Yes,Yes (€ 370.00 per month),,Yes,Yes,Storage box,Apartment with shared street entrance (apartment),€ 370.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,Available in consultation,"€ 795,000 kosten koper","€ 8,933",Shower and toilet,Resale property,F What does this mean?,2 m²,"Mechanical ventilation, passive ventilation system and TV via cable",,CH boiler,CH boiler,Roof insulation and partly double glazed,"Single-family home, row house",5 months,89 m²,"Alongside a quiet road, alongside water and in center",1 bathroom and 1 separate toilet,6 rooms (2 bedrooms),5 stories,,27 m²,Monumental building,Sold under reservation,"Paid parking, public parking and resident's parking permits",Flat roof covered with asphalt roofing,324 m³,1623,https://www.funda.nl/en/koop/amsterdam/huis-42551338-lauriergracht-56,,,Balcony present,,"Remeha Avanta 24C CW3 (gas-fired from 2006, in ownership)",,,,,,,,,,,,,,,3 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
